hotel_id,city,aspect,period,prev_period,delta_q,mentions,prev_mentions,period_pos,n_periods_hotel_aspect
43955c78a5e51a55,Milan,value,2016Q2,2016Q1,-0.07575757575757569,2,1,3,9
43955c78a5e51a55,Milan,value,2016Q3,2016Q2,0.16666666666666663,2,2,4,9
43955c78a5e51a55,Milan,value,2016Q4,2016Q3,0.16666666666666674,2,2,5,9
43955c78a5e51a55,Milan,value,2017Q1,2016Q4,-0.16666666666666674,4,2,6,9
43955c78a5e51a55,Milan,value,2017Q2,2017Q1,0.17647058823529416,7,4,7,9
43955c78a5e51a55,Milan,value,2017Q3,2017Q2,-0.2673796791443851,1,7,8,9
43acb8108fdd96cc,London,breakfast,2015Q4,2015Q3,0.10225563909774427,28,25,1,9
43acb8108fdd96cc,London,breakfast,2016Q1,2015Q4,0.015677491601343796,37,28,2,9
43acb8108fdd96cc,London,breakfast,2016Q2,2016Q1,-0.04108584005869398,19,37,3,9
43acb8108fdd96cc,London,breakfast,2016Q3,2016Q2,0.10172413793103452,30,19,4,9
43acb8108fdd96cc,London,breakfast,2016Q4,2016Q3,-0.050000000000000044,18,30,5,9
43acb8108fdd96cc,London,breakfast,2017Q1,2016Q4,-0.11904761904761907,32,18,6,9
43acb8108fdd96cc,London,breakfast,2017Q2,2017Q1,0.01904761904761898,10,32,7,9
43acb8108fdd96cc,London,breakfast,2017Q3,2017Q2,-0.35238095238095224,11,10,8,9
43acb8108fdd96cc,London,cleanliness,2015Q4,2015Q3,-0.11640211640211628,17,11,1,9
43acb8108fdd96cc,London,cleanliness,2016Q1,2015Q4,0.09259259259259256,26,17,2,9
43acb8108fdd96cc,London,cleanliness,2016Q2,2016Q1,-0.2777777777777777,8,26,3,9
43acb8108fdd96cc,London,cleanliness,2016Q3,2016Q2,0.13777777777777778,15,8,4,9
43acb8108fdd96cc,London,cleanliness,2016Q4,2016Q3,-0.18352941176470594,7,15,5,9
43acb8108fdd96cc,London,cleanliness,2017Q1,2016Q4,0.22352941176470575,10,7,6,9
43acb8108fdd96cc,London,cleanliness,2017Q2,2017Q1,-0.03157894736842093,9,10,7,9
43acb8108fdd96cc,London,cleanliness,2017Q3,2017Q2,-0.20175438596491224,2,9,8,9
43acb8108fdd96cc,London,location,2015Q4,2015Q3,-0.03137254901960773,58,50,1,9
43acb8108fdd96cc,London,location,2016Q1,2015Q4,-0.013775130305286654,69,58,2,9
43acb8108fdd96cc,London,location,2016Q2,2016Q1,-0.12151898734177213,35,69,3,9
43acb8108fdd96cc,London,location,2016Q3,2016Q2,0.18947368421052624,47,35,4,9
43acb8108fdd96cc,London,location,2016Q4,2016Q3,-0.03947368421052633,46,47,5,9
43acb8108fdd96cc,London,location,2017Q1,2016Q4,-0.2763157894736843,47,46,6,9
43acb8108fdd96cc,London,location,2017Q2,2017Q1,0.004576659038901587,13,47,7,9
43acb8108fdd96cc,London,location,2017Q3,2017Q2,0.1217391304347828,15,13,8,9
43acb8108fdd96cc,London,noise,2015Q4,2015Q3,-0.08260869565217388,13,10,1,9
43acb8108fdd96cc,London,noise,2016Q1,2015Q4,0.2492753623188404,20,13,2,9
43acb8108fdd96cc,London,noise,2016Q2,2016Q1,-0.5333333333333332,5,20,3,9
43acb8108fdd96cc,London,noise,2016Q3,2016Q2,0.4303030303030302,12,5,4,9
43acb8108fdd96cc,London,noise,2016Q4,2016Q3,-0.22077922077922074,4,12,5,9
43acb8108fdd96cc,London,noise,2017Q1,2016Q4,0.1512605042016808,7,4,6,9
43acb8108fdd96cc,London,noise,2017Q2,2017Q1,0.039215686274509665,5,7,7,9
43acb8108fdd96cc,London,noise,2017Q3,2017Q2,-0.16666666666666652,2,5,8,9
43acb8108fdd96cc,London,room,2015Q4,2015Q3,0.037015615962984416,85,81,1,9
43acb8108fdd96cc,London,room,2016Q1,2015Q4,0.14125056230319388,107,85,2,9
43acb8108fdd96cc,London,room,2016Q2,2016Q1,-0.22222222222222232,55,107,3,9
43acb8108fdd96cc,London,room,2016Q3,2016Q2,0.05034965034965033,100,55,4,9
43acb8108fdd96cc,London,room,2016Q4,2016Q3,0.03939393939393954,62,100,5,9
43acb8108fdd96cc,London,room,2017Q1,2016Q4,0.0964912280701753,66,62,6,9
43acb8108fdd96cc,London,room,2017Q2,2017Q1,-0.1679197994987467,32,66,7,9
43acb8108fdd96cc,London,room,2017Q3,2017Q2,-0.039682539682539764,26,32,8,9
43acb8108fdd96cc,London,service,2015Q4,2015Q3,-0.1304347826086958,59,56,1,9
43acb8108fdd96cc,London,service,2016Q1,2015Q4,0.0923395445134576,60,59,2,9
43acb8108fdd96cc,London,service,2016Q2,2016Q1,-0.10683229813664585,36,60,3,9
43acb8108fdd96cc,London,service,2016Q3,2016Q2,0.18492753623188407,65,36,4,9
43acb8108fdd96cc,London,service,2016Q4,2016Q3,-0.1955555555555557,35,65,5,9
43acb8108fdd96cc,London,service,2017Q1,2016Q4,-0.07111111111111112,40,35,6,9
43acb8108fdd96cc,London,service,2017Q2,2017Q1,0.10838709677419356,21,40,7,9
43acb8108fdd96cc,London,service,2017Q3,2017Q2,-0.2983870967741935,14,21,8,9
43acb8108fdd96cc,London,value,2015Q4,2015Q3,0.31018518518518523,6,17,1,9
43acb8108fdd96cc,London,value,2016Q1,2015Q4,-0.02499999999999991,10,6,2,9
43acb8108fdd96cc,London,value,2016Q2,2016Q1,-0.46842105263157907,9,10,3,9
43acb8108fdd96cc,London,value,2016Q3,2016Q2,0.368421052631579,12,9,4,9
43acb8108fdd96cc,London,value,2016Q4,2016Q3,-0.17647058823529416,7,12,5,9
43acb8108fdd96cc,London,value,2017Q1,2016Q4,0.3069053708439897,13,7,6,9
43acb8108fdd96cc,London,value,2017Q2,2017Q1,-0.13043478260869557,2,13,7,9
43acb8108fdd96cc,London,value,2017Q3,2017Q2,-0.25,6,2,8,9
43f0b9c19bca8c93,Milan,breakfast,2015Q4,2015Q3,0.19254658385093149,13,4,1,9
43f0b9c19bca8c93,Milan,breakfast,2016Q1,2015Q4,-0.17826086956521725,10,13,2,9
43f0b9c19bca8c93,Milan,breakfast,2016Q2,2016Q1,0.19999999999999996,10,10,3,9
43f0b9c19bca8c93,Milan,breakfast,2016Q3,2016Q2,-0.10000000000000009,10,10,4,9
43f0b9c19bca8c93,Milan,breakfast,2016Q4,2016Q3,-0.22352941176470575,7,10,5,9
43f0b9c19bca8c93,Milan,breakfast,2017Q1,2016Q4,-0.05147058823529416,6,7,6,9
43f0b9c19bca8c93,Milan,breakfast,2017Q2,2017Q1,0.23863636363636354,12,6,7,9
43f0b9c19bca8c93,Milan,breakfast,2017Q3,2017Q2,-0.16363636363636358,5,12,8,9
43f0b9c19bca8c93,Milan,cleanliness,2015Q4,2015Q3,0.3626373626373627,4,3,1,9
43f0b9c19bca8c93,Milan,cleanliness,2016Q1,2015Q4,-0.08571428571428585,5,4,2,9
43f0b9c19bca8c93,Milan,cleanliness,2016Q2,2016Q1,0.022222222222222365,8,5,3,9
43f0b9c19bca8c93,Milan,cleanliness,2016Q3,2016Q2,0.008547008547008517,3,8,4,9
43f0b9c19bca8c93,Milan,cleanliness,2016Q4,2016Q3,-0.3076923076923077,3,3,5,9
43f0b9c19bca8c93,Milan,cleanliness,2017Q1,2016Q4,0.41025641025641013,8,3,6,9
43f0b9c19bca8c93,Milan,cleanliness,2017Q2,2017Q1,-0.1333333333333333,5,8,7,9
43f0b9c19bca8c93,Milan,cleanliness,2017Q3,2017Q2,-0.033333333333333215,2,5,8,9
43f0b9c19bca8c93,Milan,location,2015Q4,2015Q3,0.20000000000000018,20,8,1,9
43f0b9c19bca8c93,Milan,location,2016Q1,2015Q4,0.00512820512820511,16,20,2,9
43f0b9c19bca8c93,Milan,location,2016Q2,2016Q1,0.07692307692307687,16,16,3,9
43f0b9c19bca8c93,Milan,location,2016Q3,2016Q2,-0.23076923076923084,16,16,4,9
43f0b9c19bca8c93,Milan,location,2016Q4,2016Q3,0.006688963210702337,13,16,5,9
43f0b9c19bca8c93,Milan,location,2017Q1,2016Q4,0.10869565217391308,10,13,6,9
43f0b9c19bca8c93,Milan,location,2017Q2,2017Q1,0.0,18,10,7,9
43f0b9c19bca8c93,Milan,location,2017Q3,2017Q2,-0.16666666666666674,8,18,8,9
43f0b9c19bca8c93,Milan,noise,2015Q4,2015Q3,0.0,2,2,1,9
43f0b9c19bca8c93,Milan,noise,2016Q1,2015Q4,0.2435897435897435,3,2,2,9
43f0b9c19bca8c93,Milan,noise,2016Q2,2016Q1,-0.2769230769230768,5,3,3,9
43f0b9c19bca8c93,Milan,noise,2016Q3,2016Q2,0.033333333333333326,2,5,4,9
43f0b9c19bca8c93,Milan,noise,2016Q4,2016Q3,0.023809523809523725,4,2,5,9
43f0b9c19bca8c93,Milan,noise,2017Q1,2016Q4,0.051948051948051965,1,4,6,9
43f0b9c19bca8c93,Milan,noise,2017Q2,2017Q1,-0.15909090909090906,6,1,7,9
43f0b9c19bca8c93,Milan,noise,2017Q3,2017Q2,0.25,0,6,8,9
43f0b9c19bca8c93,Milan,room,2015Q4,2015Q3,0.11111111111111116,8,14,1,9
43f0b9c19bca8c93,Milan,room,2016Q1,2015Q4,-0.06349206349206349,11,8,2,9
43f0b9c19bca8c93,Milan,room,2016Q2,2016Q1,0.043290043290043156,12,11,3,9
43f0b9c19bca8c93,Milan,room,2016Q3,2016Q2,-0.09090909090909083,16,12,4,9
43f0b9c19bca8c93,Milan,room,2016Q4,2016Q3,0.05263157894736836,9,16,5,9
43f0b9c19bca8c93,Milan,room,2017Q1,2016Q4,0.0778032036613272,13,9,6,9
43f0b9c19bca8c93,Milan,room,2017Q2,2017Q1,-0.19710144927536222,20,13,7,9
43f0b9c19bca8c93,Milan,room,2017Q3,2017Q2,0.19166666666666665,6,20,8,9
43f0b9c19bca8c93,Milan,service,2015Q4,2015Q3,0.06302521008403361,18,7,1,9
43f0b9c19bca8c93,Milan,service,2016Q1,2015Q4,-0.09398496240601517,9,18,2,9
43f0b9c19bca8c93,Milan,service,2016Q2,2016Q1,0.0,9,9,3,9
43f0b9c19bca8c93,Milan,service,2016Q3,2016Q2,0.10526315789473695,9,9,4,9
43f0b9c19bca8c93,Milan,service,2016Q4,2016Q3,0.0,9,9,5,9
43f0b9c19bca8c93,Milan,service,2017Q1,2016Q4,0.07602339181286544,8,9,6,9
43f0b9c19bca8c93,Milan,service,2017Q2,2017Q1,0.11111111111111116,17,8,7,9
43f0b9c19bca8c93,Milan,service,2017Q3,2017Q2,-0.261437908496732,7,17,8,9
43f0b9c19bca8c93,Milan,value,2015Q4,2015Q3,-0.07692307692307687,3,0,1,9
43f0b9c19bca8c93,Milan,value,2016Q1,2015Q4,-0.08974358974358976,2,3,2,9
43f0b9c19bca8c93,Milan,value,2016Q2,2016Q1,0.25757575757575746,1,2,3,9
43f0b9c19bca8c93,Milan,value,2016Q3,2016Q2,-0.09090909090909083,0,1,4,9
43f0b9c19bca8c93,Milan,value,2016Q4,2016Q3,-0.23076923076923073,3,0,5,9
43f0b9c19bca8c93,Milan,value,2017Q1,2016Q4,0.23076923076923073,2,3,6,9
43f0b9c19bca8c93,Milan,value,2017Q2,2017Q1,0.0,4,2,7,9
43f0b9c19bca8c93,Milan,value,2017Q3,2017Q2,0.09090909090909083,1,4,8,9
44828c96327c02f9,Paris,breakfast,2015Q4,2015Q3,0.0,1,1,1,9
44828c96327c02f9,Paris,breakfast,2016Q1,2015Q4,0.18181818181818177,1,1,2,9
44828c96327c02f9,Paris,breakfast,2016Q2,2016Q1,-0.09090909090909083,0,1,3,9
44828c96327c02f9,Paris,breakfast,2016Q3,2016Q2,-0.09090909090909094,1,0,4,9
44828c96327c02f9,Paris,breakfast,2016Q4,2016Q3,-0.20320855614973254,7,1,5,9
44828c96327c02f9,Paris,breakfast,2017Q1,2016Q4,0.2941176470588235,2,7,6,9
44828c96327c02f9,Paris,breakfast,2017Q2,2017Q1,0.0,4,2,7,9
44828c96327c02f9,Paris,breakfast,2017Q3,2017Q2,-0.09090909090909094,1,4,8,9
44828c96327c02f9,Paris,cleanliness,2015Q4,2015Q3,0.0,2,2,1,9
44828c96327c02f9,Paris,cleanliness,2016Q1,2015Q4,0.0,2,2,2,9
44828c96327c02f9,Paris,cleanliness,2016Q2,2016Q1,0.16666666666666674,2,2,3,9
44828c96327c02f9,Paris,cleanliness,2016Q3,2016Q2,0.16666666666666652,5,2,4,9
44828c96327c02f9,Paris,cleanliness,2016Q4,2016Q3,-0.19047619047619047,4,5,5,9
44828c96327c02f9,Paris,cleanliness,2017Q1,2016Q4,-0.051948051948051965,1,4,6,9
44828c96327c02f9,Paris,cleanliness,2017Q2,2017Q1,0.0,1,1,7,9
44828c96327c02f9,Paris,cleanliness,2017Q3,2017Q2,-0.09090909090909083,0,1,8,9
44828c96327c02f9,Paris,location,2015Q4,2015Q3,-0.06666666666666665,5,10,1,9
44828c96327c02f9,Paris,location,2016Q1,2015Q4,0.0,8,5,2,9
44828c96327c02f9,Paris,location,2016Q2,2016Q1,-0.04761904761904745,4,8,3,9
44828c96327c02f9,Paris,location,2016Q3,2016Q2,0.12605042016806722,7,4,4,9
44828c96327c02f9,Paris,location,2016Q4,2016Q3,0.03267973856209139,8,7,5,9
44828c96327c02f9,Paris,location,2017Q1,2016Q4,0.029239766081871288,9,8,6,9
44828c96327c02f9,Paris,location,2017Q2,2017Q1,-0.14035087719298245,5,9,7,9
44828c96327c02f9,Paris,location,2017Q3,2017Q2,-0.24242424242424243,1,5,8,9
44828c96327c02f9,Paris,noise,2015Q4,2015Q3,0.09090909090909094,0,1,1,9
44828c96327c02f9,Paris,noise,2016Q1,2015Q4,0.09090909090909083,1,0,2,9
44828c96327c02f9,Paris,noise,2016Q2,2016Q1,0.0,1,1,3,9
44828c96327c02f9,Paris,noise,2016Q3,2016Q2,-0.25757575757575746,2,1,4,9
44828c96327c02f9,Paris,noise,2016Q4,2016Q3,0.16666666666666663,0,2,5,9
44828c96327c02f9,Paris,noise,2017Q1,2016Q4,0.0,0,0,6,9
44828c96327c02f9,Paris,noise,2017Q2,2017Q1,0.09090909090909083,1,0,7,9
44828c96327c02f9,Paris,noise,2017Q3,2017Q2,0.0,1,1,8,9
44828c96327c02f9,Paris,room,2015Q4,2015Q3,0.33834586466165406,9,4,1,9
44828c96327c02f9,Paris,room,2016Q1,2015Q4,-0.13596491228070173,14,9,2,9
44828c96327c02f9,Paris,room,2016Q2,2016Q1,0.15000000000000002,5,14,3,9
44828c96327c02f9,Paris,room,2016Q3,2016Q2,-0.1575757575757576,12,5,4,9
44828c96327c02f9,Paris,room,2016Q4,2016Q3,0.007575757575757569,14,12,5,9
44828c96327c02f9,Paris,room,2017Q1,2016Q4,0.02450980392156865,7,14,6,9
44828c96327c02f9,Paris,room,2017Q2,2017Q1,0.0,7,7,7,9
44828c96327c02f9,Paris,room,2017Q3,2017Q2,0.14973262032085555,1,7,8,9
44828c96327c02f9,Paris,service,2015Q4,2015Q3,0.0,7,7,1,9
44828c96327c02f9,Paris,service,2016Q1,2015Q4,0.2016806722689075,11,7,2,9
44828c96327c02f9,Paris,service,2016Q2,2016Q1,0.05714285714285716,5,11,3,9
44828c96327c02f9,Paris,service,2016Q3,2016Q2,0.1333333333333333,8,5,4,9
44828c96327c02f9,Paris,service,2016Q4,2016Q3,0.03508771929824572,9,8,5,9
44828c96327c02f9,Paris,service,2017Q1,2016Q4,-0.03508771929824572,8,9,6,9
44828c96327c02f9,Paris,service,2017Q2,2017Q1,0.07843137254901977,7,8,7,9
44828c96327c02f9,Paris,service,2017Q3,2017Q2,-0.41176470588235303,0,7,8,9
44828c96327c02f9,Paris,value,2015Q4,2015Q3,-0.07575757575757569,2,1,1,9
44828c96327c02f9,Paris,value,2016Q1,2015Q4,0.023809523809523725,4,2,2,9
44828c96327c02f9,Paris,value,2016Q2,2016Q1,0.1428571428571429,0,4,3,9
44828c96327c02f9,Paris,value,2016Q3,2016Q2,-0.23076923076923073,3,0,4,9
44828c96327c02f9,Paris,value,2016Q4,2016Q3,0.15384615384615385,3,3,5,9
44828c96327c02f9,Paris,value,2017Q1,2016Q4,0.07692307692307687,2,3,6,9
44828c96327c02f9,Paris,value,2017Q2,2017Q1,0.09090909090909083,1,2,7,9
44828c96327c02f9,Paris,value,2017Q3,2017Q2,-0.18181818181818177,1,1,8,9
449c09a7ad8e8dc3,London,breakfast,2015Q4,2015Q3,0.02895752895752901,27,18,1,9
449c09a7ad8e8dc3,London,breakfast,2016Q1,2015Q4,-0.14465169394746846,61,27,2,9
449c09a7ad8e8dc3,London,breakfast,2016Q2,2016Q1,0.012519561815336422,35,61,3,9
449c09a7ad8e8dc3,London,breakfast,2016Q3,2016Q2,-0.15873015873015883,32,35,4,9
449c09a7ad8e8dc3,London,breakfast,2016Q4,2016Q3,0.2089093701996929,21,32,5,9
449c09a7ad8e8dc3,London,breakfast,2017Q1,2016Q4,-0.1369000786782062,31,21,6,9
449c09a7ad8e8dc3,London,breakfast,2017Q2,2017Q1,0.042276422764227606,20,31,7,9
449c09a7ad8e8dc3,London,breakfast,2017Q3,2017Q2,-0.20952380952380956,4,20,8,9
449c09a7ad8e8dc3,London,cleanliness,2015Q4,2015Q3,0.3076923076923077,16,16,1,9
449c09a7ad8e8dc3,London,cleanliness,2016Q1,2015Q4,-0.1712158808933002,21,16,2,9
449c09a7ad8e8dc3,London,cleanliness,2016Q2,2016Q1,0.13824884792626735,11,21,3,9
449c09a7ad8e8dc3,London,cleanliness,2016Q3,2016Q2,-0.03463203463203457,23,11,4,9
449c09a7ad8e8dc3,London,cleanliness,2016Q4,2016Q3,-0.0026350461133071157,13,23,5,9
449c09a7ad8e8dc3,London,cleanliness,2017Q1,2016Q4,-0.10098176718092566,21,13,6,9
449c09a7ad8e8dc3,London,cleanliness,2017Q2,2017Q1,0.07809847198641773,28,21,7,9
449c09a7ad8e8dc3,London,cleanliness,2017Q3,2017Q2,-0.30175438596491233,5,28,8,9
449c09a7ad8e8dc3,London,location,2015Q4,2015Q3,0.09417509591907902,51,37,1,9
449c09a7ad8e8dc3,London,location,2016Q1,2015Q4,-0.14857854326623765,69,51,2,9
449c09a7ad8e8dc3,London,location,2016Q2,2016Q1,0.09477442388834789,68,69,3,9
449c09a7ad8e8dc3,London,location,2016Q3,2016Q2,0.06837606837606836,62,68,4,9
449c09a7ad8e8dc3,London,location,2016Q4,2016Q3,-0.29239766081871355,47,62,5,9
449c09a7ad8e8dc3,London,location,2017Q1,2016Q4,0.3050239234449761,78,47,6,9
449c09a7ad8e8dc3,London,location,2017Q2,2017Q1,-0.12555886736214594,51,78,7,9
449c09a7ad8e8dc3,London,location,2017Q3,2017Q2,-0.13227812323346533,19,51,8,9
449c09a7ad8e8dc3,London,noise,2015Q4,2015Q3,0.1428571428571429,14,11,1,9
449c09a7ad8e8dc3,London,noise,2016Q1,2015Q4,-0.09999999999999998,30,14,2,9
449c09a7ad8e8dc3,London,noise,2016Q2,2016Q1,0.072972972972973,27,30,3,9
449c09a7ad8e8dc3,London,noise,2016Q3,2016Q2,-0.19877942458587627,21,27,4,9
449c09a7ad8e8dc3,London,noise,2016Q4,2016Q3,0.16330645161290325,22,21,5,9
449c09a7ad8e8dc3,London,noise,2017Q1,2016Q4,-0.1875,22,22,6,9
449c09a7ad8e8dc3,London,noise,2017Q2,2017Q1,0.282258064516129,21,22,7,9
449c09a7ad8e8dc3,London,noise,2017Q3,2017Q2,0.19851116625310183,3,21,8,9
449c09a7ad8e8dc3,London,room,2015Q4,2015Q3,0.11014492753623184,105,80,1,9
449c09a7ad8e8dc3,London,room,2016Q1,2015Q4,0.020351526364477346,178,105,2,9
449c09a7ad8e8dc3,London,room,2016Q2,2016Q1,0.08236904317531413,161,178,3,9
449c09a7ad8e8dc3,London,room,2016Q3,2016Q2,0.03723312225336528,159,161,4,9
449c09a7ad8e8dc3,London,room,2016Q4,2016Q3,-0.036578805809575066,133,159,5,9
449c09a7ad8e8dc3,London,room,2017Q1,2016Q4,0.005320766190331394,174,133,6,9
449c09a7ad8e8dc3,London,room,2017Q2,2017Q1,0.025908278737343693,136,174,7,9
449c09a7ad8e8dc3,London,room,2017Q3,2017Q2,-0.00827087102610502,43,136,8,9
449c09a7ad8e8dc3,London,service,2015Q4,2015Q3,-0.018246985988921605,89,83,1,9
449c09a7ad8e8dc3,London,service,2016Q1,2015Q4,-0.051455733808674964,160,89,2,9
449c09a7ad8e8dc3,London,service,2016Q2,2016Q1,0.04908722109533459,135,160,3,9
449c09a7ad8e8dc3,London,service,2016Q3,2016Q2,-0.08045977011494232,110,135,4,9
449c09a7ad8e8dc3,London,service,2016Q4,2016Q3,-0.12280701754385981,85,110,5,9
449c09a7ad8e8dc3,London,service,2017Q1,2016Q4,0.1581011351909185,143,85,6,9
449c09a7ad8e8dc3,London,service,2017Q2,2017Q1,0.016958134605193464,101,143,7,9
449c09a7ad8e8dc3,London,service,2017Q3,2017Q2,-0.072072072072072,27,101,8,9
449c09a7ad8e8dc3,London,value,2015Q4,2015Q3,0.042328042328042326,17,11,1,9
449c09a7ad8e8dc3,London,value,2016Q1,2015Q4,-0.13756613756613745,32,17,2,9
449c09a7ad8e8dc3,London,value,2016Q2,2016Q1,-0.1976190476190477,30,32,3,9
449c09a7ad8e8dc3,London,value,2016Q3,2016Q2,0.044736842105263186,28,30,4,9
449c09a7ad8e8dc3,London,value,2016Q4,2016Q3,0.021929824561403466,14,28,5,9
449c09a7ad8e8dc3,London,value,2017Q1,2016Q4,-0.08333333333333326,26,14,6,9
449c09a7ad8e8dc3,London,value,2017Q2,2017Q1,-0.09259259259259267,17,26,7,9
449c09a7ad8e8dc3,London,value,2017Q3,2017Q2,0.021164021164021163,11,17,8,9
44daf773e97abf4b,Barcelona,breakfast,2015Q4,2015Q3,0.09090909090909083,1,0,1,9
44daf773e97abf4b,Barcelona,breakfast,2016Q1,2015Q4,-0.09090909090909083,2,1,2,9
44daf773e97abf4b,Barcelona,breakfast,2016Q2,2016Q1,0.0,2,2,3,9
44daf773e97abf4b,Barcelona,breakfast,2016Q3,2016Q2,0.0,2,2,4,9
44daf773e97abf4b,Barcelona,breakfast,2016Q4,2016Q3,-0.07692307692307687,3,2,5,9
44daf773e97abf4b,Barcelona,breakfast,2017Q1,2016Q4,-0.013986013986014068,1,3,6,9
44daf773e97abf4b,Barcelona,breakfast,2017Q2,2017Q1,0.09090909090909094,0,1,7,9
44daf773e97abf4b,Barcelona,breakfast,2017Q3,2017Q2,0.0,0,0,8,9
44daf773e97abf4b,Barcelona,cleanliness,2015Q4,2015Q3,0.09090909090909094,0,1,1,9
44daf773e97abf4b,Barcelona,cleanliness,2016Q1,2015Q4,0.0,0,0,2,9
44daf773e97abf4b,Barcelona,cleanliness,2016Q2,2016Q1,0.0,0,0,3,9
44daf773e97abf4b,Barcelona,cleanliness,2016Q3,2016Q2,-0.09090909090909094,1,0,4,9
44daf773e97abf4b,Barcelona,cleanliness,2016Q4,2016Q3,0.18181818181818177,1,1,5,9
44daf773e97abf4b,Barcelona,cleanliness,2017Q1,2016Q4,0.13986013986014,3,1,6,9
44daf773e97abf4b,Barcelona,cleanliness,2017Q2,2017Q1,-0.13986013986014,1,3,7,9
44daf773e97abf4b,Barcelona,cleanliness,2017Q3,2017Q2,0.0,1,1,8,9
44daf773e97abf4b,Barcelona,location,2015Q4,2015Q3,0.16666666666666652,5,2,1,9
44daf773e97abf4b,Barcelona,location,2016Q1,2015Q4,-0.10256410256410242,3,5,2,9
44daf773e97abf4b,Barcelona,location,2016Q2,2016Q1,-0.0641025641025641,2,3,3,9
44daf773e97abf4b,Barcelona,location,2016Q3,2016Q2,0.0641025641025641,3,2,4,9
44daf773e97abf4b,Barcelona,location,2016Q4,2016Q3,0.0,3,3,5,9
44daf773e97abf4b,Barcelona,location,2017Q1,2016Q4,0.1809954751131222,7,3,6,9
44daf773e97abf4b,Barcelona,location,2017Q2,2017Q1,-0.4886877828054299,3,7,7,9
44daf773e97abf4b,Barcelona,location,2017Q3,2017Q2,0.07692307692307687,0,3,8,9
44daf773e97abf4b,Barcelona,noise,2015Q4,2015Q3,-0.09090909090909094,1,0,1,9
44daf773e97abf4b,Barcelona,noise,2016Q1,2015Q4,0.09090909090909094,0,1,2,9
44daf773e97abf4b,Barcelona,noise,2016Q2,2016Q1,0.0,0,0,3,9
44daf773e97abf4b,Barcelona,noise,2016Q3,2016Q2,0.0,0,0,4,9
44daf773e97abf4b,Barcelona,noise,2016Q4,2016Q3,0.09090909090909083,1,0,5,9
44daf773e97abf4b,Barcelona,noise,2017Q1,2016Q4,-0.09090909090909083,0,1,6,9
44daf773e97abf4b,Barcelona,noise,2017Q2,2017Q1,0.0,0,0,7,9
44daf773e97abf4b,Barcelona,noise,2017Q3,2017Q2,0.0,0,0,8,9
44daf773e97abf4b,Barcelona,room,2015Q4,2015Q3,-0.10909090909090902,5,1,1,9
44daf773e97abf4b,Barcelona,room,2016Q1,2015Q4,0.0,5,5,2,9
44daf773e97abf4b,Barcelona,room,2016Q2,2016Q1,0.1333333333333333,5,5,3,9
44daf773e97abf4b,Barcelona,room,2016Q3,2016Q2,0.14358974358974352,3,5,4,9
44daf773e97abf4b,Barcelona,room,2016Q4,2016Q3,-0.07692307692307687,4,3,5,9
44daf773e97abf4b,Barcelona,room,2017Q1,2016Q4,-0.11111111111111116,8,4,6,9
44daf773e97abf4b,Barcelona,room,2017Q2,2017Q1,-0.04678362573099415,9,8,7,9
44daf773e97abf4b,Barcelona,room,2017Q3,2017Q2,0.24880382775119614,1,9,8,9
44daf773e97abf4b,Barcelona,service,2015Q4,2015Q3,-0.05494505494505497,3,4,1,9
44daf773e97abf4b,Barcelona,service,2016Q1,2015Q4,-0.0641025641025641,2,3,2,9
44daf773e97abf4b,Barcelona,service,2016Q2,2016Q1,0.2777777777777777,8,2,3,9
44daf773e97abf4b,Barcelona,service,2016Q3,2016Q2,-0.36752136752136755,3,8,4,9
44daf773e97abf4b,Barcelona,service,2016Q4,2016Q3,0.0,3,3,5,9
44daf773e97abf4b,Barcelona,service,2017Q1,2016Q4,0.2564102564102564,8,3,6,9
44daf773e97abf4b,Barcelona,service,2017Q2,2017Q1,-0.2666666666666666,5,8,7,9
44daf773e97abf4b,Barcelona,service,2017Q3,2017Q2,0.024242424242424176,1,5,8,9
44daf773e97abf4b,Barcelona,value,2015Q4,2015Q3,0.25757575757575746,1,2,1,9
44daf773e97abf4b,Barcelona,value,2016Q1,2015Q4,0.0,1,1,2,9
44daf773e97abf4b,Barcelona,value,2016Q2,2016Q1,-0.18181818181818177,1,1,3,9
44daf773e97abf4b,Barcelona,value,2016Q3,2016Q2,0.0,1,1,4,9
44daf773e97abf4b,Barcelona,value,2016Q4,2016Q3,-0.07575757575757569,2,1,5,9
44daf773e97abf4b,Barcelona,value,2017Q1,2016Q4,0.08974358974358976,3,2,6,9
44daf773e97abf4b,Barcelona,value,2017Q2,2017Q1,-0.013986013986014068,1,3,7,9
44daf773e97abf4b,Barcelona,value,2017Q3,2017Q2,0.09090909090909094,0,1,8,9
456cecccb1484144,Milan,breakfast,2015Q4,2015Q3,0.37662337662337675,4,1,1,9
456cecccb1484144,Milan,breakfast,2016Q1,2015Q4,-0.19480519480519498,1,4,2,9
456cecccb1484144,Milan,breakfast,2016Q2,2016Q1,0.24242424242424243,5,1,3,9
456cecccb1484144,Milan,breakfast,2016Q3,2016Q2,-0.1333333333333333,5,5,4,9
456cecccb1484144,Milan,breakfast,2016Q4,2016Q3,0.08571428571428585,4,5,5,9
456cecccb1484144,Milan,breakfast,2017Q1,2016Q4,-0.45238095238095244,2,4,6,9
456cecccb1484144,Milan,breakfast,2017Q2,2017Q1,0.41666666666666663,6,2,7,9
