hotel_id,n_periods
95deefb430598916,9
9604a2d49cd00172,9
9648fc267c3bb2b0,9
966571dced285cc0,9
9675b2a6062f918a,9
96b2a929cb3a4efa,9
96d9cbb82aa8424b,9
96dbfead493657c2,7
9706151f80a7bc3d,9
97148bffda3559f8,9
9725b775214e0bce,9
97326e59de1cc4be,9
9785cada2e7b763d,9
97b8f24b66491c59,8
98068ed89efda286,9
980abf5c28bb80cb,9
98343a69a1951bd1,9
986fcf571a296c29,9
98722ec1e52e869d,9
98a669363e89be3a,9
98c60043ce9e2a68,9
98f09f6fe7c0137c,9
99003bdc315ae113,8
9911b70350369669,9
995ce1b8dd842761,9
997c7897f1b6ebee,9
99902f20e284d33c,9
9998b7721c27c599,9
99a74e28e7629018,7
9a51c11e78d8ec56,9
9aa81ab6c4f1229d,5
9ac560471984a6cf,9
9ae8f27fc02ee5d1,9
9aef7af5a796a799,9
9b4d5f768c781c45,9
9be63c2422440f94,9
9c05629adc8b4413,9
9c1116d65fe6b7ab,9
9c69dd177b193b4a,9
9c6fb18143c534f5,9
9c76ddaf973548ba,9
9c92df83c00af248,9
9cac548396c2f390,9
9ccff19e864d7723,9
9cf5db5c9c76494b,7
9d3a6e24f38ce161,9
9d749d768b639132,8
9d7f698e6ff38b55,9
9da36376870f3211,9
9db79a2451405a9e,9
9e3ba7e04e0fbf82,5
9e811021d89f2fe0,9
9e846a10b4454c2e,9
9eaae4cc11a17792,9
9ed4333872b30fe9,8
9ee1433615a79472,9
9f497a9efd553215,7
9f772f589a522690,9
9fea058c1e963cb4,9
9ff4d7d870234315,9
a0063f8c5926a1d8,8
a051a59fc374dadc,6
a0d6d1757717d0ab,6
a106d9a9fcdad645,9
a125a341b568ca67,3
a1453372bd850e7c,9
a1d42f5f541d7ada,9
a1e157d50cc04a7f,9
a21112b67df630ae,9
a222ecda4c4ab3b0,9
a273893beec1704e,9
a2768c2991fe011e,9
a28fb3a61ef715be,9
a2fc3bd56134386d,9
a333824d30ab79fc,9
a38d1b8bbc5d3899,9
a3c25e521fbde264,9
a3d494b35ff7cb69,9
a3dfc01bc2c5f217,9
a3e697bfecfc6d28,9
a3fc8cde0f6ba01e,9
a412232e0cadbd6f,9
a447aba8a201ed2e,9
a48cea01b1c804e3,9
a4c281e167bbf387,9
a4e814d414225739,9
a51171f60574a6c9,9
a516298a83ea37b3,9
a520d98e1485c84d,9
a52b02c692a0cae1,9
a538b8a07435b26f,9
a57e072de0531608,3
a59829d13981ff31,9
a5ce10a39a7a83d1,9
a64677b1da8de53d,9
a660e3798d549b8b,9
a69cb3134ba6ab0f,9
a69f07e7ddc0bd52,9
a6cd923aaca2d6ba,4
a70265864db0d923,9
a7443b6fa6bcacb4,9
a7f9208fc2cf0b9f,9
a819970bc093a57f,9
a82cec6dfde7ddd6,9
a85d55eb95e7ed65,6
a86353c8a5b44c0a,7
a867d1cf6525a166,9
a893e72f64ca66c6,9
