hotel_id,city,aspect,period,prev_period,delta_q,mentions,prev_mentions,period_pos,n_periods_hotel_aspect,pre_ok_index,post_ok_index,pre_present,post_present,has_2pre_2post,peer_count,improving_peer_count,peer_exposure,mean_peer_delta,max_peer_delta,peer_set_available
389a18e5d76b5875,Barcelona,location,2017Q1,2016Q4,0.15356820234869017,31,17,6,9,True,True,2,2,True,10,1,0.1,-0.0031143237236594735,0.2666666666666666,True
389a18e5d76b5875,Barcelona,noise,2017Q1,2016Q4,0.33333333333333337,6,5,6,9,True,True,2,2,True,10,3,0.3,0.00850906174435585,0.19999999999999996,True
389a18e5d76b5875,Barcelona,service,2016Q3,2016Q2,0.26009852216748763,19,25,4,9,True,True,2,2,True,10,2,0.2,0.027621304194803797,0.22152560083594586,True
389a18e5d76b5875,Barcelona,service,2017Q1,2016Q4,0.18666666666666676,15,11,6,9,True,True,2,2,True,10,1,0.1,-0.02374747866602105,0.19565217391304346,True
389a18e5d76b5875,Barcelona,value,2016Q1,2015Q4,0.19999999999999996,8,5,2,9,True,True,2,2,True,9,2,0.2222222222222222,0.036337553055819316,0.23076923076923073,True
38a88334f9ee7a1c,Amsterdam,breakfast,2016Q3,2016Q2,0.15508021390374327,12,24,4,9,True,True,2,2,True,9,0,0.0,-0.049732914525110576,0.10784313725490202,True
38a88334f9ee7a1c,Amsterdam,cleanliness,2016Q3,2016Q2,0.18367346938775508,39,30,4,9,True,True,2,2,True,9,1,0.1111111111111111,-0.08565688800751098,0.20863787375415277,True
38a88334f9ee7a1c,Amsterdam,location,2017Q1,2016Q4,0.3175027870680045,55,59,6,9,True,True,2,2,True,9,2,0.2222222222222222,-0.03730667302690106,0.22525991528686928,True
38a88334f9ee7a1c,Amsterdam,room,2017Q1,2016Q4,0.16799999999999993,115,88,6,9,True,True,2,2,True,9,0,0.0,-0.07794541138012887,0.1362903225806451,True
38a88334f9ee7a1c,Amsterdam,service,2017Q1,2016Q4,0.26190476190476186,60,50,6,9,True,True,2,2,True,9,4,0.4444444444444444,0.1014930927278516,0.24019607843137258,True
38a88334f9ee7a1c,Amsterdam,value,2016Q3,2016Q2,0.2698412698412699,26,18,4,9,True,True,2,2,True,9,2,0.2222222222222222,-0.0012267518382733655,0.23071852340145027,True
38a88334f9ee7a1c,Amsterdam,value,2017Q1,2016Q4,0.24122807017543868,28,14,6,9,True,True,2,2,True,9,2,0.2222222222222222,-0.03057503552194856,0.26028921023359286,True
38bb68af0db6c5ec,Barcelona,room,2016Q3,2016Q2,0.3445378151260504,7,4,4,9,True,True,2,2,True,9,1,0.1111111111111111,0.019329360265032774,0.39393939393939403,True
38bb68af0db6c5ec,Barcelona,room,2016Q4,2016Q3,0.1633986928104576,8,7,5,9,True,True,2,2,True,9,1,0.1111111111111111,-0.01783272447298101,0.16666666666666674,True
38beefc05895499f,Paris,breakfast,2016Q1,2015Q4,0.18181818181818188,12,2,2,9,True,True,2,2,True,8,1,0.125,0.033728662405133,0.2407407407407407,True
38beefc05895499f,Paris,breakfast,2016Q4,2016Q3,0.17647058823529416,7,2,5,9,True,True,2,2,True,10,1,0.1,-0.03375690099374305,0.2575757575757577,True
38beefc05895499f,Paris,cleanliness,2016Q1,2015Q4,0.24242424242424243,11,1,2,9,True,True,2,2,True,8,0,0.0,-0.008305236430236451,0.09090909090909083,True
38beefc05895499f,Paris,location,2017Q1,2016Q4,0.32380952380952377,11,10,6,9,True,True,2,2,True,10,2,0.2,0.05070203475332835,0.2777777777777777,True
38beefc05895499f,Paris,room,2017Q1,2016Q4,0.5320197044334976,18,19,6,9,True,True,2,2,True,10,3,0.3,0.09910346252837426,0.2909090909090908,True
38beefc05895499f,Paris,service,2016Q1,2015Q4,0.22764227642276436,31,8,2,9,True,True,2,2,True,8,0,0.0,-0.021448501282597426,0.1428571428571428,True
38beefc05895499f,Paris,service,2017Q1,2016Q4,0.20833333333333326,14,22,6,9,True,True,2,2,True,10,3,0.3,0.01565155797451414,0.3529411764705883,True
390b04e08b2bccab,Barcelona,breakfast,2016Q2,2016Q1,0.1578947368421053,9,4,3,9,True,True,2,2,True,10,4,0.4,0.031138760620184745,0.26315789473684204,True
390b04e08b2bccab,Barcelona,breakfast,2016Q3,2016Q2,0.30364372469635614,16,9,4,9,True,True,2,2,True,10,4,0.4,0.1352598407784166,0.44999999999999996,True
390b04e08b2bccab,Barcelona,cleanliness,2016Q1,2015Q4,0.16842105263157903,9,5,2,9,True,True,2,2,True,9,3,0.3333333333333333,0.08696136547013739,0.5213675213675213,True
390b04e08b2bccab,Barcelona,cleanliness,2017Q1,2016Q4,0.4307692307692307,5,3,6,9,True,True,2,2,True,10,3,0.3,0.05182200152788384,0.19047619047619047,True
390b04e08b2bccab,Barcelona,room,2017Q1,2016Q4,0.21590909090909083,12,6,6,9,True,True,2,2,True,10,0,0.0,0.003054592937495193,0.125,True
390b04e08b2bccab,Barcelona,service,2016Q2,2016Q1,0.1777777777777776,10,8,3,9,True,True,2,2,True,10,5,0.5,0.08375085721509286,0.5462365591397849,True
390b04e08b2bccab,Barcelona,service,2017Q1,2016Q4,0.625,10,6,6,9,True,True,2,2,True,10,1,0.1,-0.061107262190853516,0.16666666666666652,True
39137be41efbe6c1,Barcelona,breakfast,2016Q2,2016Q1,0.17647058823529416,8,7,3,9,True,True,2,2,True,8,2,0.25,0.06405611758055366,0.2870370370370371,True
39137be41efbe6c1,Barcelona,breakfast,2016Q4,2016Q3,0.1578947368421053,10,9,5,9,True,True,2,2,True,9,2,0.2222222222222222,0.07145100154160142,0.3470522803114573,True
39137be41efbe6c1,Barcelona,cleanliness,2016Q1,2015Q4,0.2807017543859649,8,9,2,9,True,True,2,2,True,8,3,0.375,0.011803147832559549,0.19999999999999996,True
39137be41efbe6c1,Barcelona,cleanliness,2016Q3,2016Q2,0.27751196172248815,9,1,4,9,True,True,2,2,True,9,2,0.2222222222222222,-0.014570093744500369,0.2897435897435896,True
39137be41efbe6c1,Barcelona,cleanliness,2017Q1,2016Q4,0.26388888888888884,6,8,6,9,True,True,2,2,True,9,0,0.0,-0.08889971139971137,0.09090909090909094,True
39137be41efbe6c1,Barcelona,noise,2016Q3,2016Q2,0.18803418803418803,8,3,4,9,True,True,2,2,True,9,4,0.4444444444444444,0.09917685672759634,0.44232804232804235,True
39137be41efbe6c1,Barcelona,room,2016Q1,2015Q4,0.20955315870570101,23,49,2,9,True,True,2,2,True,8,3,0.375,0.05869266793108234,0.3137254901960784,True
39137be41efbe6c1,Barcelona,service,2016Q1,2015Q4,0.28616852146263905,24,27,2,9,True,True,2,2,True,8,0,0.0,-0.004210340133424778,0.1333333333333333,True
39137be41efbe6c1,Barcelona,value,2016Q1,2015Q4,0.40701754385964917,5,9,2,9,True,True,2,2,True,8,2,0.25,0.03175895741685213,0.219298245614035,True
39137be41efbe6c1,Barcelona,value,2016Q3,2016Q2,0.2421052631578947,9,10,4,9,True,True,2,2,True,9,1,0.1111111111111111,-0.050228932599370175,0.2407407407407408,True
39182d14c3f8907e,Vienna,room,2017Q1,2016Q4,0.20192307692307687,6,3,6,9,True,True,2,2,True,10,3,0.3,0.006874459248556897,0.20943762120232723,True
39349c419fbfedae,Paris,location,2016Q1,2015Q4,0.2450980392156863,7,2,2,9,True,True,2,2,True,9,0,0.0,-0.0793268990401607,0.08791208791208804,True
39349c419fbfedae,Paris,room,2016Q1,2015Q4,0.2666666666666666,11,5,2,9,True,True,2,2,True,9,4,0.4444444444444444,0.07416100219910818,0.3670033670033669,True
39349c419fbfedae,Paris,service,2016Q1,2015Q4,0.16742081447963786,16,7,2,9,True,True,2,2,True,9,1,0.1111111111111111,0.01884152225115475,0.36752136752136755,True
393c1b80bfe8d937,Amsterdam,cleanliness,2016Q2,2016Q1,0.30833333333333335,6,5,3,9,True,True,2,2,True,10,2,0.2,0.029132499055037918,0.37528604118993136,True
393c1b80bfe8d937,Amsterdam,location,2016Q2,2016Q1,0.3212669683257918,16,7,3,9,True,True,2,2,True,10,3,0.3,-0.019120926287896012,0.23076923076923084,True
393c1b80bfe8d937,Amsterdam,noise,2016Q2,2016Q1,0.25874125874125875,12,3,3,9,True,True,2,2,True,10,2,0.2,0.021436171671465765,0.3697478991596639,True
393c1b80bfe8d937,Amsterdam,noise,2017Q1,2016Q4,0.15500000000000003,6,15,6,9,True,True,2,2,True,10,0,0.0,-0.11587160603414473,0.07692307692307687,True
393c1b80bfe8d937,Amsterdam,room,2016Q2,2016Q1,0.17361111111111116,26,22,3,9,True,True,2,2,True,10,2,0.2,0.048845267299836494,0.26363636363636367,True
39776581bfb7ed4d,Paris,location,2017Q1,2016Q4,0.24242424242424243,5,1,6,9,True,True,2,2,True,9,0,0.0,0.004203614105574867,0.13986013986014,True
39fd5416adb53c55,Paris,location,2016Q3,2016Q2,0.375,6,0,4,8,True,True,2,2,True,8,1,0.125,-0.0005058486680340479,0.16666666666666674,True
3a1759f94c307a4b,London,breakfast,2016Q1,2015Q4,0.49386845039018956,68,59,2,9,True,True,2,2,True,8,3,0.375,0.16166155504639612,0.5839243498817966,True
3a1759f94c307a4b,London,breakfast,2016Q3,2016Q2,0.2427158513766372,77,76,4,9,True,True,2,2,True,8,1,0.125,-0.06940423112215041,0.23481781376518218,True
3a1759f94c307a4b,London,noise,2016Q1,2015Q4,0.1515151515151515,24,23,2,9,True,True,2,2,True,8,1,0.125,-0.01499103888876993,0.1525600835945663,True
3a1759f94c307a4b,London,service,2016Q1,2015Q4,0.16496451445386895,99,96,2,9,True,True,2,2,True,8,3,0.375,0.04580539747146553,0.27419354838709675,True
3a1759f94c307a4b,London,value,2016Q1,2015Q4,0.4112554112554112,34,11,2,9,True,True,2,2,True,8,4,0.5,0.11688702295409288,0.4307692307692308,True
3a1759f94c307a4b,London,value,2016Q3,2016Q2,0.2777777777777778,30,26,4,9,True,True,2,2,True,8,1,0.125,0.006061506739699865,0.4607843137254902,True
3a22e437c8ab8d1b,London,breakfast,2016Q2,2016Q1,0.17142857142857149,30,25,3,8,True,True,2,2,True,9,1,0.1111111111111111,-0.025239046670585987,0.1751152073732719,True
3a22e437c8ab8d1b,London,breakfast,2016Q3,2016Q2,0.16969696969696968,23,30,4,8,True,True,2,2,True,9,5,0.5555555555555556,0.15455583776809662,0.37950664136622403,True
3a22e437c8ab8d1b,London,breakfast,2017Q1,2016Q4,0.1751152073732719,21,18,6,8,True,True,2,2,True,9,3,0.3333333333333333,0.017995152995153,0.29807692307692313,True
3a22e437c8ab8d1b,London,cleanliness,2016Q4,2016Q3,0.2710505212510024,33,19,5,8,True,True,2,2,True,9,2,0.2222222222222222,0.08249785641089988,0.3850931677018634,True
3a22e437c8ab8d1b,London,noise,2016Q3,2016Q2,0.375,20,22,4,8,True,True,2,2,True,9,4,0.4444444444444444,0.1062309489632593,0.29807692307692313,True
3a22e437c8ab8d1b,London,noise,2017Q1,2016Q4,0.19047619047619047,25,20,6,8,True,True,2,2,True,9,1,0.1111111111111111,-0.04356950239303176,0.16666666666666674,True
3a2c96b7921de1d6,Barcelona,cleanliness,2016Q2,2016Q1,0.19047619047619047,8,4,3,9,True,True,2,2,True,9,2,0.2222222222222222,0.03105353252412075,0.19999999999999996,True
3a2c96b7921de1d6,Barcelona,room,2016Q3,2016Q2,0.39393939393939403,23,24,4,9,True,True,2,2,True,9,2,0.2222222222222222,0.05880506542787245,0.32000000000000006,True
3a2c96b7921de1d6,Barcelona,service,2016Q1,2015Q4,0.33333333333333326,22,14,2,9,True,True,2,2,True,9,2,0.2222222222222222,-0.04083940284283094,0.23076923076923084,True
3a9e18b2a0519f45,Barcelona,breakfast,2016Q2,2016Q1,0.2870370370370371,22,17,3,9,True,True,2,2,True,9,2,0.2222222222222222,0.0012981513819932216,0.17989417989417988,True
3a9e18b2a0519f45,Barcelona,breakfast,2016Q4,2016Q3,0.3470522803114573,19,21,5,9,True,True,2,2,True,10,1,0.1,-0.012470094569735534,0.1578947368421053,True
3a9e18b2a0519f45,Barcelona,noise,2016Q2,2016Q1,0.3935926773455377,9,13,3,9,True,True,2,2,True,9,2,0.2222222222222222,-0.06428559622050595,0.20879120879120883,True
3a9e18b2a0519f45,Barcelona,room,2016Q1,2015Q4,0.3137254901960784,41,41,2,9,True,True,2,2,True,8,2,0.25,0.04163783759307521,0.21739130434782605,True
3a9e18b2a0519f45,Barcelona,service,2017Q1,2016Q4,0.16778115501519775,25,37,6,9,True,True,2,2,True,10,3,0.3,0.05456813905677969,0.3588516746411483,True
3a9e18b2a0519f45,Barcelona,value,2016Q2,2016Q1,0.16959064327485374,9,8,3,9,True,True,2,2,True,9,0,0.0,-0.21433100369288882,0.1398601398601398,True
3aab64253445c23b,Paris,cleanliness,2017Q1,2016Q4,0.28409090909090917,6,1,6,9,True,True,2,2,True,9,2,0.2222222222222222,0.048073360659173,0.2700228832951944,True
3aab64253445c23b,Paris,room,2016Q2,2016Q1,0.23764853033145728,31,29,3,9,True,True,2,2,True,10,1,0.1,-0.09391866858840368,0.23076923076923084,True
3aab64253445c23b,Paris,service,2016Q1,2015Q4,0.3076923076923077,29,29,2,9,True,True,2,2,True,10,1,0.1,-0.0031477890361944817,0.26923076923076916,True
3aab64253445c23b,Paris,service,2017Q1,2016Q4,0.1875,22,22,6,9,True,True,2,2,True,9,2,0.2222222222222222,-0.02527559717102205,0.41176470588235303,True
3ad0790fcf7a79d0,Milan,room,2017Q1,2016Q4,0.17989417989417988,17,11,6,5,True,True,2,2,True,9,2,0.2222222222222222,0.0319909185424307,0.493927125506073,True
3ad22d41fcb22877,Amsterdam,location,2016Q4,2016Q3,0.16842105263157903,9,5,5,7,True,True,2,2,True,10,2,0.2,-0.04173191214197236,0.18952062430323302,True
3ad22d41fcb22877,Amsterdam,room,2016Q4,2016Q3,0.3247126436781609,14,19,5,7,True,True,2,2,True,10,0,0.0,-0.08066056068838172,0.08749999999999991,True
3b0571b550ead9e0,Vienna,breakfast,2016Q1,2015Q4,0.19487179487179485,16,20,2,9,True,True,2,2,True,10,0,0.0,-0.06449127583941942,0.07619047619047636,True
3b0571b550ead9e0,Vienna,breakfast,2016Q3,2016Q2,0.36956521739130443,30,13,4,9,True,True,2,2,True,10,3,0.3,0.09357731267760437,0.5021645021645023,True
3b0571b550ead9e0,Vienna,cleanliness,2017Q1,2016Q4,0.1866028708133971,9,12,6,9,True,True,2,2,True,10,2,0.2,0.027111868807521013,0.25396825396825407,True
3b0571b550ead9e0,Vienna,location,2016Q3,2016Q2,0.17547568710359407,33,12,4,9,True,True,2,2,True,10,1,0.1,0.051606277299955795,0.25,True
3b0571b550ead9e0,Vienna,service,2016Q3,2016Q2,0.3374999999999999,22,10,4,9,True,True,2,2,True,10,3,0.3,0.04979092727243641,0.29333333333333345,True
3b0571b550ead9e0,Vienna,service,2017Q1,2016Q4,0.34583333333333344,20,22,6,9,True,True,2,2,True,10,2,0.2,-0.03881756406262353,0.31493506493506507,True
3b1f4e2ecdd1b8e7,London,breakfast,2016Q2,2016Q1,0.20192307692307687,6,3,3,9,True,True,2,2,True,10,2,0.2,0.05685555206069289,0.2272727272727273,True
3b1f4e2ecdd1b8e7,London,breakfast,2017Q1,2016Q4,0.4764705882352942,7,10,6,9,True,True,2,2,True,10,3,0.3,-0.023436948793877366,0.44264507422402166,True
3b1f4e2ecdd1b8e7,London,room,2017Q1,2016Q4,0.20324324324324317,27,40,6,9,True,True,2,2,True,10,1,0.1,0.072638611247795,0.2211764705882353,True
3b1f4e2ecdd1b8e7,London,value,2016Q1,2015Q4,0.25,6,6,2,9,True,True,2,2,True,10,2,0.2,0.06636896690317348,0.46185997910135845,True
3b1f4e2ecdd1b8e7,London,value,2016Q4,2016Q3,0.1607142857142857,6,4,5,9,True,True,2,2,True,10,2,0.2,0.007572723541567683,0.2909090909090909,True
3b3ee3af176e445e,Amsterdam,breakfast,2016Q2,2016Q1,0.35540069686411146,32,31,3,9,True,True,2,2,True,9,2,0.2222222222222222,-0.08537384926912,0.2666666666666666,True
3b3ee3af176e445e,Amsterdam,breakfast,2016Q4,2016Q3,0.19190140845070425,38,61,5,9,True,True,2,2,True,10,1,0.1,-0.08677295864447718,0.24242424242424243,True
3b3ee3af176e445e,Amsterdam,cleanliness,2016Q3,2016Q2,0.17194570135746612,16,7,4,9,True,True,2,2,True,10,2,0.2,0.027947271079067925,0.303030303030303,True
3b3ee3af176e445e,Amsterdam,location,2016Q3,2016Q2,0.2114035087719297,70,47,4,9,True,True,2,2,True,10,2,0.2,0.07656008891341237,0.30255839822024466,True
3b3ee3af176e445e,Amsterdam,noise,2016Q3,2016Q2,0.36363636363636365,18,12,4,9,True,True,2,2,True,10,4,0.4,0.0934880767368316,0.4999999999999999,True
3b3ee3af176e445e,Amsterdam,room,2016Q2,2016Q1,0.1865079365079365,44,46,3,9,True,True,2,2,True,9,1,0.1111111111111111,-0.09268025972173992,0.19999999999999996,True
3b3ee3af176e445e,Amsterdam,value,2016Q2,2016Q1,0.4117647058823529,12,7,3,9,True,True,2,2,True,9,0,0.0,-0.19333322671833106,-0.03338632750397452,True
3b4dc693e181c041,Barcelona,breakfast,2016Q3,2016Q2,0.2222222222222221,8,8,4,9,True,True,2,2,True,9,1,0.1111111111111111,-0.155797914771083,0.25757575757575746,True
3b4dc693e181c041,Barcelona,room,2016Q2,2016Q1,0.25,14,12,3,9,True,True,2,2,True,9,2,0.2222222222222222,-0.01830495697134551,0.24242424242424243,True
3b4dc693e181c041,Barcelona,room,2017Q1,2016Q4,0.20387096774193547,21,15,6,9,True,True,2,2,True,10,2,0.2,0.028017973305511958,0.16666666666666663,True
3b4dc693e181c041,Barcelona,service,2016Q3,2016Q2,0.18131868131868134,18,16,4,9,True,True,2,2,True,9,2,0.2222222222222222,0.09199104754513948,0.2614015572858732,True
3b5b890677b3168f,Paris,breakfast,2017Q1,2016Q4,0.22222222222222232,8,0,6,8,True,True,2,2,True,9,2,0.2222222222222222,0.08568177608425288,0.5112781954887219,True
3b5b890677b3168f,Paris,location,2017Q1,2016Q4,0.16256157635467972,19,4,6,8,True,True,2,2,True,9,4,0.4444444444444444,-0.014524676103623438,0.19480519480519498,True
3b5b890677b3168f,Paris,room,2017Q1,2016Q4,0.3529411764705883,24,8,6,8,True,True,2,2,True,9,1,0.1111111111111111,-0.025359123033701643,0.23376623376623373,True
3b5b890677b3168f,Paris,service,2016Q3,2016Q2,0.22380952380952368,11,10,4,8,True,True,2,2,True,9,3,0.3333333333333333,0.050682388875057285,0.24705882352941178,True
3b5b890677b3168f,Paris,service,2017Q1,2016Q4,0.16363636363636358,12,5,6,8,True,True,2,2,True,9,3,0.3333333333333333,0.09913567429000888,0.33333333333333326,True
3c5fcafeea9402f1,Vienna,cleanliness,2016Q3,2016Q2,0.3208556149732622,7,1,4,9,True,True,2,2,True,10,1,0.1,-0.0546509209744504,0.23529411764705888,True
3c5fcafeea9402f1,Vienna,location,2016Q3,2016Q2,0.29065040650406493,31,14,4,9,True,True,2,2,True,10,2,0.2,0.05246685475099835,0.288888888888889,True
3c5fcafeea9402f1,Vienna,service,2016Q3,2016Q2,0.16734143049932526,29,9,4,9,True,True,2,2,True,10,3,0.3,0.06361417652671844,0.2142857142857142,True
3c89d62ed98df3f3,London,cleanliness,2016Q1,2015Q4,0.17307692307692313,6,3,2,9,True,True,2,2,True,10,4,0.4,0.06896129256030362,0.33333333333333326,True
3c89d62ed98df3f3,London,location,2016Q1,2015Q4,0.24505928853754955,23,13,2,9,True,True,2,2,True,10,2,0.2,0.038063481594018886,0.40973630831643004,True
3c89d62ed98df3f3,London,location,2016Q3,2016Q2,0.24,25,15,4,9,True,True,2,2,True,10,0,0.0,-0.025194821657150656,0.09776934029425721,True
3c89d62ed98df3f3,London,noise,2016Q1,2015Q4,0.18803418803418803,8,3,2,9,True,True,2,2,True,10,4,0.4,0.031391472096119775,0.20879120879120883,True
3c89d62ed98df3f3,London,noise,2017Q1,2016Q4,0.2666666666666666,5,5,6,9,True,True,2,2,True,9,2,0.2222222222222222,-0.05756044099430459,0.30147058823529416,True
3c89d62ed98df3f3,London,service,2016Q4,2016Q3,0.15151515151515138,11,12,5,9,True,True,2,2,True,9,0,0.0,-0.04857848570504873,0.12023460410557196,True
3c89d62ed98df3f3,London,value,2016Q1,2015Q4,0.25,8,6,2,9,True,True,2,2,True,10,3,0.3,0.05656621941819049,0.3697478991596639,True
3d302dc62fa27a5d,London,breakfast,2016Q2,2016Q1,0.25339366515837103,16,24,3,9,True,True,2,2,True,10,1,0.1,0.0037297656154365753,0.2435897435897436,True
3d302dc62fa27a5d,London,breakfast,2016Q4,2016Q3,0.4532839962997226,37,13,5,9,True,True,2,2,True,10,1,0.1,-0.09604633308414816,0.1633986928104576,True
3d302dc62fa27a5d,London,breakfast,2017Q1,2016Q4,0.15541165587419048,36,37,6,9,True,True,2,2,True,10,2,0.2,0.09714882220887343,0.45791245791245794,True
3d302dc62fa27a5d,London,cleanliness,2016Q1,2015Q4,0.373015873015873,25,26,2,9,True,True,2,2,True,10,0,0.0,-0.04127624774423775,0.1499999999999999,True
3d302dc62fa27a5d,London,cleanliness,2017Q1,2016Q4,0.17931034482758634,19,25,6,9,True,True,2,2,True,10,0,0.0,-0.027501617039576386,0.14347826086956528,True
3d302dc62fa27a5d,London,noise,2016Q4,2016Q3,0.2666666666666666,8,5,5,9,True,True,2,2,True,10,3,0.3,0.0686980314147497,0.41025641025641024,True
3d302dc62fa27a5d,London,room,2016Q1,2015Q4,0.2840206185567009,110,87,2,9,True,True,2,2,True,10,3,0.3,0.08080454376482168,0.34285714285714275,True
3d302dc62fa27a5d,London,value,2016Q2,2016Q1,0.16666666666666674,14,20,3,9,True,True,2,2,True,10,0,0.0,-0.13244407046638282,0.03208556149732622,True
3d302dc62fa27a5d,London,value,2016Q4,2016Q3,0.30000000000000004,15,10,5,9,True,True,2,2,True,10,4,0.4,0.060578163666398954,0.31666666666666665,True
3d30ef2d8c74f0d2,Milan,breakfast,2016Q1,2015Q4,0.1938461538461539,15,16,2,9,True,True,2,2,True,10,2,0.2,-0.005225470338877258,0.23076923076923084,True
3d30ef2d8c74f0d2,Milan,location,2016Q2,2016Q1,0.15032679738562083,58,26,3,9,True,True,2,2,True,10,2,0.2,0.06564252790608531,0.21505376344086025,True
3d30ef2d8c74f0d2,Milan,noise,2016Q2,2016Q1,0.17307692307692313,6,3,3,9,True,True,2,2,True,10,1,0.1,-0.04564663406768665,0.3827751196172249,True
3d30ef2d8c74f0d2,Milan,room,2016Q3,2016Q2,0.1660561660561659,81,53,4,9,True,True,2,2,True,10,1,0.1,0.02715434565870899,0.22549019607843146,True
3d30ef2d8c74f0d2,Milan,value,2016Q3,2016Q2,0.23809523809523814,11,6,4,9,True,True,2,2,True,10,1,0.1,-0.0575496014321802,0.17647058823529416,True
3d45112dee7bbb03,Paris,breakfast,2016Q3,2016Q2,0.17543859649122795,14,9,4,9,True,True,2,2,True,9,3,0.3333333333333333,0.08663614163614158,0.42500000000000004,True
3d45112dee7bbb03,Paris,cleanliness,2016Q2,2016Q1,0.2777777777777777,8,2,3,9,True,True,2,2,True,7,1,0.14285714285714285,0.0032183969158759507,0.15909090909090917,True
3d45112dee7bbb03,Paris,location,2016Q2,2016Q1,0.18823529411764706,20,7,3,9,True,True,2,2,True,7,1,0.14285714285714285,-0.031434291922304194,0.47430830039525707,True
3d45112dee7bbb03,Paris,room,2016Q4,2016Q3,0.2581280788177339,25,19,5,9,True,True,2,2,True,10,2,0.2,-0.06265245915339436,0.19117647058823528,True
3d45112dee7bbb03,Paris,service,2016Q2,2016Q1,0.2843822843822843,23,3,3,9,True,True,2,2,True,7,2,0.2857142857142857,-0.022147027721737426,0.36638655462184877,True
3d45112dee7bbb03,Paris,service,2016Q4,2016Q3,0.2142857142857142,18,18,5,9,True,True,2,2,True,10,3,0.3,0.0006710477237107604,0.38888888888888884,True
3d8704e44291e163,Milan,cleanliness,2016Q3,2016Q2,0.3697478991596639,7,11,4,9,True,True,2,2,True,10,3,0.3,0.05945525063172121,0.23376623376623373,True
3d8704e44291e163,Milan,location,2016Q2,2016Q1,0.3733333333333333,17,15,3,9,True,True,2,2,True,8,2,0.25,0.011239418476260532,0.2909090909090909,True
3d8704e44291e163,Milan,room,2016Q1,2015Q4,0.4277320799059928,13,27,2,9,True,True,2,2,True,8,0,0.0,0.06334513383746121,0.14358974358974352,True
3d8704e44291e163,Milan,room,2016Q3,2016Q2,0.16686251468860158,13,27,4,9,True,True,2,2,True,10,3,0.3,-0.006712653139969671,0.4227886056971515,True
3dce46505dc61dc6,Vienna,breakfast,2016Q4,2016Q3,0.24444444444444446,8,10,5,9,True,True,2,2,True,10,1,0.1,-0.03366586647631724,0.16464237516869096,True
3dce46505dc61dc6,Vienna,cleanliness,2016Q3,2016Q2,0.19999999999999996,5,4,4,9,True,True,2,2,True,10,0,0.0,-0.04930157533098708,0.09523809523809534,True
3dce46505dc61dc6,Vienna,cleanliness,2017Q1,2016Q4,0.19999999999999996,5,0,6,9,True,True,2,2,True,9,2,0.2222222222222222,-0.02469135802469137,0.2769230769230768,True
3dce46505dc61dc6,Vienna,location,2017Q1,2016Q4,0.33333333333333326,14,6,6,9,True,True,2,2,True,9,5,0.5555555555555556,0.04441578288132152,0.25,True
3dce46505dc61dc6,Vienna,room,2016Q3,2016Q2,0.5416666666666667,14,6,4,9,True,True,2,2,True,10,3,0.3,-0.02196286958411321,0.25,True
3dce46505dc61dc6,Vienna,service,2016Q1,2015Q4,0.1795665634674921,9,7,2,9,True,True,2,2,True,10,2,0.2,0.061976707631069494,0.45238095238095244,True
3dce46505dc61dc6,Vienna,service,2017Q1,2016Q4,0.3055555555555556,14,8,6,9,True,True,2,2,True,9,0,0.0,-0.054989062836361374,0.10924369747899165,True
3dd8e0650b6e2167,Barcelona,breakfast,2016Q2,2016Q1,0.22689075630252098,7,4,3,9,True,True,2,2,True,8,2,0.25,-0.03525086025086026,0.2666666666666666,True
3dd8e0650b6e2167,Barcelona,cleanliness,2016Q1,2015Q4,0.368421052631579,9,6,2,9,True,True,2,2,True,8,2,0.25,0.04267249196091705,0.23076923076923084,True
3dd8e0650b6e2167,Barcelona,noise,2016Q3,2016Q2,0.375,8,6,4,9,True,True,2,2,True,8,2,0.25,0.030936563436563452,0.29333333333333333,True
3dd8e0650b6e2167,Barcelona,service,2016Q1,2015Q4,0.47058823529411775,7,7,2,9,True,True,2,2,True,8,0,0.0,-0.08897151093428413,0.11904761904761907,True
3dd8e0650b6e2167,Barcelona,value,2016Q3,2016Q2,0.3766233766233765,12,4,4,9,True,True,2,2,True,8,2,0.25,0.0475580383668619,0.33333333333333337,True
3e2f70fb86c45cb8,Barcelona,cleanliness,2017Q1,2016Q4,0.2236842105263157,9,6,6,9,True,True,2,2,True,9,3,0.3333333333333333,0.047876814543481236,0.33333333333333337,True
3e2f70fb86c45cb8,Barcelona,room,2016Q1,2015Q4,0.21052631578947367,28,28,2,9,True,True,2,2,True,7,1,0.14285714285714285,-0.0347384209445052,0.2549019607843137,True
3e2f70fb86c45cb8,Barcelona,value,2016Q3,2016Q2,0.375,8,6,4,9,True,True,2,2,True,9,0,0.0,-0.1380737091521405,0.06162464985994398,True
3e321d9525370616,London,breakfast,2016Q3,2016Q2,0.21671826625387003,9,7,4,9,True,True,2,2,True,10,3,0.3,0.06403457166792934,0.33333333333333326,True
3e321d9525370616,London,breakfast,2016Q4,2016Q3,0.20574162679425823,12,9,5,9,True,True,2,2,True,10,1,0.1,-0.06125365215989796,0.23076923076923073,True
3e321d9525370616,London,location,2016Q3,2016Q2,0.23913043478260865,36,18,4,9,True,True,2,2,True,10,3,0.3,0.08102218737829407,0.37962962962962954,True
